Author,Date,Text
CurlyyBryy.,28/10/2021 23:43,"Look now, I panic when my mother doesn't answer the phone !"
Melissa,28/10/2021 23:43,@jorymicah I totally agree. My mom's health isn't great so if one of my siblings texts me I'll answer it but I won't spend the whole time I'm hanging with my friends on my phone.
i’m_living_good 🇺🇸,28/10/2021 23:43,Winning is at your fingertips. Literally. Play your first lottery ticket on your phone for FREE by signing up for @Jackpocket with my link! Promise to share that jackpot with me? https://t.co/ZAiP6hbccR
زينب,28/10/2021 23:43,Men are so weird😭 Why are you holding your phone in your hand while driving when you can just get a phone stand 😂
Ni_Mo,28/10/2021 23:43,@The1stGentleman Welp I’m living lol I hate unnecessary notifications sitting on my phone
Cainan,28/10/2021 23:43,"@Supurreme cant you sync them to mobile tho?
as long as your phone and pc are on the same network"
USMAN YUSUF™,28/10/2021 23:43,Google makes waitlists for Pixel 6 Pro because it can’t keep the phone in stock https://t.co/WAcoiEHSkJ via @Verge
M.G McIntyre,28/10/2021 23:43,"My only beef with gen z is that they tend to listen to music without headphones and take all their calls on speaker phone, otherwise it’s just the lingering melancholy of being replaced as my father and his father and his father befo"
Frank Obike,28/10/2021 23:43,"Very clean Canada 🇨🇦 used iPhone 6(32GB)complete with all its original accessories @ only 50k. DM if interested! NB- This phone’s iOS has been updated and supports all social media apps!👍

 #runningquiz https://t.co/oXFDuohNMG"
al ℮x,28/10/2021 23:43,@on_my_phone Love you too bestie ⛄️🚗💨💪🏼
Boris🍖,28/10/2021 23:43,I need a new phone since this one is slowly screwing up and for once I'm actually considering an iPhone
Uncle Stan,28/10/2021 23:43,"So, this fucker is going to sit in his car outside my crib and blast music and scroll through shit on his phone? 😑"
Fem Squash Facts,28/10/2021 23:43,"I am unable to draw for a while, phone broken :("
LOS BLANCO,28/10/2021 23:43,All my friends are like this. Except Jynxxo this nigga always got his phone in his hands https://t.co/Na89S4GOH1
Ian Stender,28/10/2021 23:43,Reached the age in life where I don’t know what model phone I have a bit sooner than expected
Maladar,28/10/2021 23:43,"@CakeofKrom @Sidenorna @feaqu Yes please tell us more about how bad is capitalism from your smart phone on this social media platform, both products of capitalism. https://t.co/aJFdqdCfgk"
Jayne Manfredi,28/10/2021 23:43,"@raquelita_e 🤣🤣🤣

Rats. My phone was off. They probably couldn’t get hold of me."
Mike Engels,28/10/2021 23:43,@m1ke77 @SWTOR MMO’s I think would be terrible for a mobile device unless it was like an iPad…..
CertifiedLoverGirl🏆💙🍫,28/10/2021 23:43,Lol bae like there's no excuse now I got a new phone .
Shady Palms,28/10/2021 23:43,These grown ass people be crying on the phone like please leave me alone
Triston Marez,28/10/2021 23:43,go to dinner just to both sit on the phone.. what a weird concept
Michael Carmody,28/10/2021 23:43,"@forged_nft I'm about to get a whole of house battery installed to essentially take me ""not grid dependent"".

Then tossing up between relying on phone data vs satellite internet backup...

Shits only going to get wilder weather wise for the next few decad"
OGBrightSkin,28/10/2021 23:43,New phone and number
BaileyAus#silversqueeze,28/10/2021 23:43,"@dpdiver20041 @ThHappyHawaiian They may not talk but when there’s shortages of tvs, mobile phones, etc etc or the cost of these things go beyond ridiculous the questions may start to be asked"
M🅰️C_Escher,28/10/2021 23:43,@NeverDoubt6 Seriously the most obvious communications backup system period. An absolute no brainer for the Gov to throw money at any company that can turn every first-responder's cell phone into a satellite phone.
TEEKS 💎,28/10/2021 23:43,David tryna tell me that the phone screens made within the last 2 years - won’t crack cause it’s essentially gorilla glass 🤨🤨🤨🤨🤨🤨🤨 I need confirmation
Lillian 🌹,28/10/2021 23:42,Idc idc. Because everybody always got they phone so if you not responding you don’t wanna talk simple
Younes Aouad,28/10/2021 23:42,@business Remember when Amazon tried with a 3D phone and failed miserably.. and so did numerous Microsoft phones and Zune etc.. a bit tricky for pure software companies to venture out in hardware and be successful .. guess we’d have to wait and see
Hoodnewzmedia,28/10/2021 23:42,"Gaming through my lens: 
Mobile - Audience = True casual 
Cloud - Audience = Complentary Convenience
Console - Audience= Dedicated/Hardcore/budget gaming/Platform focused
PC - Audience = Performance focused/Hardcore/limitless gaming https://t.co/cievDWIjLW"
CASE GANG CEO 🪦,28/10/2021 23:42,"Hi! 👋 Join me on the SoFi mobile app!  You can save, spend, trade and borrow — all in one app. Use my link to sign up and you’ll get $15 cash rewards. https://t.co/VXeiqYifvT"
steve solomons,28/10/2021 23:42,Composite glass breakthrough by Queensland researchers could help make phone screens 'unbreakable' https://t.co/7O1UH47M2x via @ABCaustralia
JEN BUNNY.🤍,28/10/2021 23:42,@Flawlesslove__ I’m gonna come take yo phone dawg 😂😂😂
Left Coast Leafs Podcast,28/10/2021 23:42,Smartphone frozen on lock screen. Still on but screen black. Looking at Twitter every few hours on a Laptop like Jesus did. Don't @ me. I may not see it for several hours. Currently in fetal position.
“The Dude that Sell Cars 🚗 “,28/10/2021 23:42,"Idk why , but I HATE it when people don’t answer the phone when I call shit pisses me off !! 😂"
ً,28/10/2021 23:42,is roblox on mobile normal for yall im about to start crying
haru 🌸🦋,28/10/2021 23:42,"She slumps against him on the bed, thoroughly satisfied and they only share the mattress until Dazai is composed enough to get dressed and leave.

He does leave his phone number on the nightstand and gives Yosano a filthy kiss on the lips before exiting her flat."
IMissVika,28/10/2021 23:42,@PlayAdoptMe Meeeee its so beautiful...but please can you make the race more easier especially for mobile players I barely get 2 candy in that game 😥
chapitooo,28/10/2021 23:42,I barely took any pictures or videos on my phone this edc 😂
Lime,28/10/2021 23:42,@kauitsu_ mobile
𝗕𝗜𝗢𝗣𝗛△𝗡𝗬,28/10/2021 23:42,"@phoenix_issuant May have to change my phone lock screen from that other picture of yours to this one lol 

So cool 😎"
Tristan 🍂🎃,28/10/2021 23:42,@Timotato Congratulations on your Kaiju phone
dooscooby,28/10/2021 23:42,"@Chicago_Ben @nothun @KevinMBurkeJr @JBPritzker @JulianaforLG Hey Ben, give the phone back to your owner."
joe,28/10/2021 23:42,@RenTheRat0 showing that you tweeted this from your phone i believe that you are okay
Dr Ruth DeSouza (FACN),28/10/2021 23:42,"@PaperRadio also doing it without power and tethering with one bar on my phone lol, just to add to the frisson of excitement!"
John Sniper .,28/10/2021 23:42,"209 COUNTRIES STAND BEHIND DONALD TRUMP , WITH THEIR ARMIES , AIR FORCES AND SEA FORCES . SO THE CLEANING GOES WORLDWIDE.
WATCH YOUR MOBILE PHONE ."
Claire💕,28/10/2021 23:42,"Just got off the phone with my parents, and one phrase will always burn in my head now.. ""You know how we feel about this transgender thing, and we hope one day you'll change your mind."" I just want to be happy.."
SecurityInside,28/10/2021 23:42,Traveling abroad on business? Assume that your smartphone will be compromised. https://t.co/3fC2kFtUqJ
𝑫𝒊𝒓𝒆𝒄𝒕𝒐𝒓 𝑾𝒊𝒛 ,28/10/2021 23:42,"@Mimikonadu1 Its our airtime 
Its our phone"
εμιλυ αρτεμις,28/10/2021 23:42,"my phone is labelling the government calling me about jury duty as ""potential spam"""
ryssa 😆,28/10/2021 23:42,@milkyunii NOOO MY PHONE IS ALMOST DEAD 😔
Frank Obike,28/10/2021 23:42,"Very clean Canada 🇨🇦 used iPhone 6(32GB)complete with all its original accessories @ only 50k. DM if interested! NB- This phone’s iOS has been updated and supports all social media apps!👍

|Back in office| https://t.co/WwYBGwLfh0"
metyu alexander,28/10/2021 23:42,Next phone https://t.co/fakbmzRrKC
Bunny.,28/10/2021 23:42,Did I just unlock Cyril Figgis in Archer: Danger Phone? Yep yep yep! Play with me now and collect your favourite Agents!
234ℝ𝕒𝕕𝕚𝕠 🌍,28/10/2021 23:42,"Now Playing on 234Radio, 4 PM - Sukiyaki.

Listen live on https://t.co/xo6W0s15UQ

Download 234Radio mobile app on iOS and Android."
Ripley 🦢 0 days,28/10/2021 23:42,Me sitting on my toilet w my iPad playing twitch my phone open to Twitter and my switch open to acnh bc I know I’ll be here a while 💀💀💀 https://t.co/FniFrCTmnN
Dogsrgreat : aka jan 6 was an inside job,28/10/2021 23:42,@LauraFlannery19 @basedrhylek Here…let’s talk about this….thanks Donald Trump https://t.co/uv3IPz6Fq0
jill 𓇚,28/10/2021 23:42,my phone 🌞 https://t.co/plmWGrPALB
Ferlingetty,28/10/2021 23:42,"@marshallpruett In the 2000s in semi-rural Alaska, AOL dial up was all I could get. When I tried to cancel, It took hours of phone calls"
Steve Silvers,28/10/2021 23:42,Read the healthcare it today article!#Neustar https://t.co/ZUr6BinlOj
bo ♡,28/10/2021 23:42,i went a whole month at uni without wifi and only tonight solved the issue simply because i was sick of not being able to watch porn on mobile data
愿逐月华♡.:*☆天天,28/10/2021 23:42,"I FINALLY FINISHED!!! My phone is now inazuma theme!!! 

Shoutout to @/Tah0yaki for drawing my OC hifumi. My calendar app uses a scara fanart i dont have a source for so i covered it. I spent so long omg I actually took so many in-game screenshots for this https://t.co/F5LlfsXHvU"
Pelle,28/10/2021 23:42,"Burr’s Brother-in-Law Called Stock Broker, One Minute After Getting Off Phone With Senator https://t.co/qgKnvt21Fz"
Rat ✨,28/10/2021 23:42,First real photo I took on my new phone https://t.co/yI24vls0eQ
𝓳𝓬𝓱𝓪𝓻𝓲𝓼𝓶𝓪🌹,28/10/2021 23:42,"Parents I hope y’all checking them kids TikTok videos, cause when I tell y’all I just gave Julez the ass whipping of the year just now . Ain’t no way . Now it’s no phone … &amp; I made him delete the TikTok app 🤦🏽‍♀️"
BAE,28/10/2021 23:42,a phone call is just never enough for me 🥺
D4vid💎,28/10/2021 23:42,Can’t even hold my phone properly il say thanks to those I haven’t replied yet❤️❤️❤️❤️❤️❤️❤️❤️💜❤️
🤕,28/10/2021 23:42,@ILYSIB me?? on my phone while driving cris??? be serious ❤️😁
➡️🏴󠁧󠁢󠁥󠁮󠁧󠁿Spiderwebb🏴󠁧󠁢󠁥󠁮󠁧󠁿⬅️,28/10/2021 23:42,Has anyone on a android phone has this new update? Made my phone charge slow? #Android #Android12
Leo (The Common Elius Leogradius),28/10/2021 23:42,"My dad's phone started playing Hey Jude (it randomly plays music sometimes and we can't figure out why) and he just said ""Oh, shut up."""
bxxy.bxxar,28/10/2021 23:42,@erikarose0102 @Roblox_RTC For me the website or the mobile version is working at all for me
Run_The_Gems⭕,28/10/2021 23:42,@MK7344831038 @steveyphil92 I bought in last night and it's gone to shit for me so far 😂
Mabinty✨,28/10/2021 23:42,My mom just bought me a new phone lol 13 pro max?🤨 lmao i don’t be getting it lol thanks tho ma 😂
☠️ bob,28/10/2021 23:42,@buZztiaan @Raffi_RC @fury The man have us banana phone give him some peace
how to feel nothing,28/10/2021 23:42,@Morwull The Sony representative referred to recent acquisitions of new teams – Firesprite and Bluepoint Games – designed to expand the capabilities of PlayStation Studios. The experience of the developers is used in the provision of games for PCs and
All Things Sassy,28/10/2021 23:42,@nova_maia Backwood has been claiming for 3 yrs that someone IS IN HER PHONE tracking her! YEs I said inside her phone. This has been a thing since way before KJ
FedEx Help,28/10/2021 23:42,"@gregsbrain Hello, this is LaShanda. Please DM your name, address, city, state, zip code, tracking number, phone number, and email address. https://t.co/7vnSkvqx3r I will be glad to assist today."
Cynthia,28/10/2021 23:42,"Interesting.
https://t.co/MJ4G4TDHkn"
⁅Gateway of Last Resort⁆,28/10/2021 23:42,I don't want a smartphone I want a cool piece of eletronics in my pocket that has a personality
💧 Michael Q Todd 🌱,28/10/2021 23:42,"@Poupon123 @DarylTractor @JonesHowdareyou Gladys Berejiklian and Dom Perrotet did well cutting the #ICAC funding.
Cannot afford technology to play a recorded phone call on a livestream.
Why doesn't lawyer Robertson just read out what was said. 
Then ask """
yda,28/10/2021 23:42,why did I try biting my phone
Word Tweet Cloud Bot,28/10/2021 23:42,@momonishimiy here's your word cloud ʕ•ᴥ•ʔ (sponsored by Walloop - Live wallpapers for Windows Desktop PC or Android Phone https://t.co/67cyLavkw2 ) https://t.co/gLaO759kcB
elise | particle #05,28/10/2021 23:42,Who wants my phone number
Rappler,28/10/2021 23:42,"In 2011, Facebook was considered late to the shift to mobile technologies.

Facebook's name change to Meta, given that history, could be an indication that it doesn't want to be late to what the company feels like is the next big tech revolution, the me... https://t.co/77m0F5QZBf"
SoufPaw 🦍,28/10/2021 23:42,I be wantin to pick up the phone and call family sometimes but mannn them folks crazy as hell
#NAME?,28/10/2021 23:42,@lhIIovebot absolutely not. you’ve lost your phone privileges hand it over now 🤲🏼
Taylor,28/10/2021 23:42,@Darbymilesholt Shoot sorry! I got a new phone and didn’t have any notifications show up when I switched everything over. I’ll go check😊
Lego Road Safety & Highways,28/10/2021 23:42,"You'd have thought that by now, for any hope of safe cities going forward, just maybe police would have a zero tolerance policy on phone driving?

@phonekills https://t.co/eyXG3SCLCv"
Ty,28/10/2021 23:42,@BassyofSassy What even is it? Just a Pikmin mobile game?
hingle mccringleberry,28/10/2021 23:42,ever just take a selfie of you looking down at your phone to see what your phone sees and then want to burn your phone and disappear after seeing it? same same same
Shayne Neumann,28/10/2021 23:42,My mobile office is up and running at the @SomersetRC Seniors’ Day at the civic centre. #QldSeniorsMonth https://t.co/Dv4cE77zbq
®️🦋,28/10/2021 23:42,Currently on the live town hall meeting phone call lol
ari DILUC AKGAE🥱,28/10/2021 23:42,why her phone cracked https://t.co/l43HLAYrV4
moss lovejoy,28/10/2021 23:42,"@wilbygobrr Yeah but the phone call could be an undiscovered thing
Idk I’ve never heard it before and I was neck deep into this arg lol"
𝒥,28/10/2021 23:42,GIVE ME BACK MY PHONE
Threez,28/10/2021 23:42,"@AOC Y’all are mad Facebook is a radicalized propaganda arm for snarling right wingers and their paid trolls, it’s been that way for years.  If you had real balls you wouldn’t detract from AOC on Twitter you’d delete it off your phone."
nakedcougarartist2,28/10/2021 23:42,"@GeekyB Laptop, cell phone and some food"
McDonald's,28/10/2021 23:42,"@MICHAELKILLOUGH We're always looking for ways to improve, Michael. Get back to us here with all the details you can on this: https://t.co/DYqF37JWIO"
𝓓𝓪𝓿𝓲𝓭 🅰️𝓽𝓲𝓷𝓼𝓸𝓵𝓪 🇨🇮🇬🇭🇧🇯🇳🇬,28/10/2021 23:42,"RSCoin #Network

To #earn RSCoin on your phone download the app from
Playstore link: https://t.co/eHenhBoVzu
Use (RSC35887678224) as my referral code.

#mobilemining #cryptocurrency #rscoin #digitalcurrency
#crypto
#Bitcoin"
RealTeal,28/10/2021 23:42,"@MWhitmanfanboy @RainingGamess Yes but my point is that you can succeed without an NFL elite arm, burrow is also 10x more mobile than Brady so it balances"
ً nochuu,28/10/2021 23:42,"4.Can you turn off your phone 

#TheGroup #BTS #PCAs https://t.co/Xm2B2nowef"
Da’Shia,28/10/2021 23:42,Now how t’f do I work the DND with the new update b/c I thought I turned it on but my phone still dinged when i got a text 😒
Lauren 🤍,28/10/2021 23:42,los cuates never answers their phone anymore :(
baby kangaroo,28/10/2021 23:42,This bitch really came and sat next to me just to be on her phone
🖤 🎃👻 Boo-bygirl Lex 👻🎃🖤,28/10/2021 23:42,"Note to self: When you're having a tough evening, it's probably best to not be curious and explore Twitter rabbit holes.

Might just need to close it out, put the phone down, and walk away for a while."
WintorialsLift,28/10/2021 23:42,@sansfunnyman Logged out of mobile LOL!
Mermelada🫐,28/10/2021 23:42,I can’t wait to get my new phone ✨
Luminary,28/10/2021 23:42,"Not for long, andithi uGladys was rubbing her phone ikwi contact ka Principal 🤣🤣😂 https://t.co/XBdbCbKytq"
Ryan D. E. Weezy,28/10/2021 23:42,If your phone won’t connect neither will you… sad. https://t.co/trRAZ4bDHY
BOO-lyn👻,28/10/2021 23:42,i had so many notifications when i got off the phone 😭 half were meow
amy 🐰,28/10/2021 23:42,i turned the light off and now my phone is shiny
𝐂𝐞𝐜𝐞,28/10/2021 23:42,@acnhoneymoon plwase tell them to lut their phone away 😭
Mr.Carr,28/10/2021 23:42,@dntow_ @Mc_Mens1 Bring your phone
Shafted,28/10/2021 23:42,Drew @PhilMickelson Masters win on my phone. Where do I get my million dollars? Pretty sure that's how NFTs work right https://t.co/PKHen4NoY5
w,28/10/2021 23:42,I hate when I’m chilling w/ niggas and they scrolling twitter or just on they phone in general
Shelly Truelove,28/10/2021 23:42,blowin up my phone cuz he jus seen me wit my new bae
Adam 🎀,28/10/2021 23:42,"#1 but my body decides to set its own alarm an hour, 2 hours, and 3 hours before my phone's alarm 🥴 https://t.co/x67OaTbZSd"
tolu,28/10/2021 23:41,butt-tweeting while asleep with my phone on😐 https://t.co/xJAxIAsd0g
Feb-20,28/10/2021 23:41,My phone dying I should have went to charge it
ZaRiDPB 🇩🇴,28/10/2021 23:41,I waltz in the house with my headsets on blasting music and completely forgot to shut off my alarm 😑. Thing was going off until ADT called my phone and THEN I heard it.
Shannan,28/10/2021 23:41,I got my new phone!!! Now if that boys metch could just get here already. #inlove
Soomit,28/10/2021 23:41,"Sometimes while watching a YouTube video on my phone, I starts looking around that where did my phone go…"
spooKEELY SYTTDGC 3MONTHS,28/10/2021 23:41,guys my@phone only@has 13% left and my sister is using the charger 💔💔💔💔💔😖😖😖😖😖☹️☹️☹️☹️☹️😭😭😭😭😭😭😭
hungry Tinaaaa🖤,28/10/2021 23:41,@yourdad______ Yeah😂 i play pubg w friends and downloaded COD mobile to play with my nephews. My name is Potatosenseii
TeamYouTube,28/10/2021 23:41,"@jacob92912434 Hmm, is this happening across devices? If you're using your mobile phone, try quitting &amp; relaunching the app. On your computer, clearing your browser's cache &amp; cookies does the trick: https://t.co/qdcaQfc06u. Let us know how it goes"
M1lksh4ke,28/10/2021 23:41,"@Roblox My roblox account was logged out on mobile and so was my friend and apparently other people, is there a way to fix it?"
Jamaal Curry,28/10/2021 23:41,BTC should stop the practice of reselling phone numbers. What if they inadvertently place people in harms way.....
Zac Workman,28/10/2021 23:41,"@FanDuel the absolute worst customer service in the industry, what a joke! How about providing a phone number or have reps that can help customers!"
TOBIAS THE GHOUL,28/10/2021 23:41,@yuseifudo21 If I pay off my bill and get a new phone it’s gonna cost me like $300
demarcus,28/10/2021 23:41,"Coming near me an im shouting and yelling and crying I have a diseased through the phone game, making me be twisted and insane"
plumloves.eth,28/10/2021 23:41,"@0xSimulant Right, that’s what I was thinking you meant, as in portable Firefox and whatever. In that case, no - Rainbow is available as part of Ledger Live, so it’s installed on a computer or phone. It’s not on the Ledger itself, it’s an OS depen"
Crosswaves Radio,28/10/2021 23:41,"Now playing on Cross Waves Radio: Gypsy Woman by Brian Hyland! Tune in now: https://t.co/HOPpaZNkQg
Listen Directly:
https://t.co/QYgZFPb3gr #audio
As well as by Phone.
+1(631)359-8515"
Bill Flood,28/10/2021 23:41,"WestConn coaches issue statement: ""We will never forget their smiles, their laughs, their successes, their ambitions, and their love."" https://t.co/FcqKKa27d8"
Billy from Space,28/10/2021 23:41,"@whale004 @Mihi_Forbes @nzpolice It's a bogan mobile, think of a slightly upmarket holden  😆 https://t.co/V57VvOVa0f"
Dave Earley,28/10/2021 23:41,"@meadea @kristoforlawson yes, but doesn't look like you can sign up on desktop. Should appear in your mobile app in left hand side menu  that pops open when you tap on profile image, and under Bookmarks. $4.49/mth"
Jametra,28/10/2021 23:41,The XR is the best phone Apple made (imo) &amp; that's why it's hard for me to let it go.
David,28/10/2021 23:41,"Burr’s Brother-in-Law Called Stock Broker, One Minute After Getting Off Phone With Senator — ProPublica https://t.co/Ho8WRZNNxJ"
👻🐀Ron Johnson's Soul 🐀👻,28/10/2021 23:41,"I can’t understand why the SEC wouldn’t take this to the mat.  

Burr’s Brother-in-Law Called Stock Broker, One Minute After Getting Off Phone With Senator — ProPublica https://t.co/ryEmmGmb9d"
qockjcyen31,28/10/2021 23:41,@222tired there r phone apps u can download can't remember the one i used not %100 accurate but i think it's close
Alex P 👹,28/10/2021 23:41,"@future_fiona @jigglychaos @supermathskid @melico24 @arthur_affect @HelenaKart @_wkelly_ @Ashworth101 @AyoCaesar ""yeah let's get the trans admiral on the phone to tell trans women to be good""

this is brain worms"
David Soles,28/10/2021 23:41,@techleadhd @madebygoogle wow nice phone 👍🏼
RenTheRat,28/10/2021 23:41,I dropped my phone in the bathtub... I think it will be fine.
⭐🌠 Urianger's Big Naturals || ENDWALKER HYPE 🌠⭐,28/10/2021 23:41,"pros of adding local files to my spotify library: fills in gaps in my playlists made by songs not being on the plotform at all/not available in my country

cons: theyre all missing when i listen on mobile :/"
Jared Lucht,28/10/2021 23:41,"This is horrendous:
Police raided a pregnant woman’s home wrongly suspecting her husband stole a snowblower; she ended up in jail, in labor, and experts say, illegally in shackles. https://t.co/uuZQKcmaHG"
Mariah Alice👑,28/10/2021 23:41,This man called my phone like “you tryna get fucked later or not?” Sir you’re only gonna last 5 minutes 🙄
Croww.,28/10/2021 23:41,I'm becoming increasingly more mentally Ill to the point were I've started viewing my phone as a pause menu
Side-eye Pinkie Pie is Masked and Vaxxed💛🐝,28/10/2021 23:41,This is good to know. 💛 And it will change as soon as I tell her to put her phone away for the night. Then I’ll be “the worst mom ever.” 🤣🤣 https://t.co/UEWD2ZOwFr
Jay -🌲🌱🌻🍂,28/10/2021 23:41,@GlennonDoyle Definitely. Literally only got it right here because my phone suggested it 😂
cactus 🌵 jack,28/10/2021 23:41,Seeing my phone ring is one of the most annoying things especially after a long day or if I’m listening music
Blanche Devereaux,28/10/2021 23:41,Baby it’s tax time again and I still haven’t gotten my last check! 🤨🤨🤨 one thing about me Im not following up with phone calls ! I will click 500 links but I’m not calling! 🤣😂🤣 but where’s my money for real though 🤨
Madison K.,28/10/2021 23:41,phone on dnd. it’s finally time to watch my favorite short king. #Succession https://t.co/G9yTU6qr42
Blast Away the Game Review,28/10/2021 23:41,MOBILE SUIT GUNDAM OPERATION Code Fairy is officially heading to PlayStation consoles this November. https://t.co/UxxhUHLqOv
Ryxinator PhD,28/10/2021 23:41,saw a Hunter x Hunter sticker on her phone so imma try to talk to her about that next time I go to that class
TheGinMaster/TheDrunkTank (He/Him),28/10/2021 23:41,"@CoreyPlagiarist I saw your follow, but I really don’t know your problem. Hmmm. What were you watching me on? Mobile?"
♌︎,28/10/2021 23:41,My cousin just locked me in the bathroom and turned off the light plus I didn’t have my phone so I started screaming then she opens the door laughing and literally peed her pants
Adley Rutsch-STAN⚾,28/10/2021 23:41,"@jackjack9298 hope you and your fam stay safe bro, keep us updated. your phone charged?"
“,28/10/2021 23:41,@nightbarbie @launcelot92 Hello Barbie !!!! I opened my phone &amp; went to play royale high but it says that I ain’t able to play it on mobile why???? Is that a glitch from roblox or what :(??
🦋𝓙𝓪𝔂 𝓜𝓪𝓻𝓲𝓮 🦋,28/10/2021 23:41,I forgot to pay my phone bill 🥴😂
Sofia Gomez,28/10/2021 23:41,"Jhoan Centeno is a 33-year-old political prisoner, law student, mobile technician, and father of 2 kids. He was detained by FAES officials on June 30, 2020 without an arrest warrant. He was not told the reason for his detention #LiberenAJhoan https://t.co/dFH4SEz6tM"
FunFlixs,28/10/2021 23:41,When you bring your GF to your friend's house for the first time and and her phone automatically connects to his Wi-Fi https://t.co/uL9v8gTPhj
____,28/10/2021 23:41,@imRavenRose im literally sittin at the bar laughing at my phone like a crazy personnnn omg
kass comeaux,28/10/2021 23:41,go jump off a bridge and stop calling my phone off a no caller ID.
CychoZookie,28/10/2021 23:41,@NerveCranial @MrZackMorris Not defending shit but that is in fact what the TOS mobile app looks like when you buy commons
🍡,28/10/2021 23:41,@sorajinnie My gamja phone can' t relate
isabella,28/10/2021 23:41,#manifoldspace ily jack BTW ARE YOU PLANNING ON GOING TO AMERICA ANY TIME?? also look i was on the phone with dream https://t.co/yGPG8S8BCI
Nthabie🌸,28/10/2021 23:41,😂😂 I feel sorry for my phone memory coz every party this is me🤦🏾‍♀️ https://t.co/wumkG1uikN
amy 🐰,28/10/2021 23:41,is my phone vibrating or am i drunk
Chris,28/10/2021 23:41,"@Naptown317colts @CameronRitz You can have proper load balancing and more servers. No such thing as a ""Stronger IP"" You can think of an IP address as a phone number for a server/host."
Southern Capri Sun 👩🏾‍💼💃🏽👭🏳️‍🌈👩‍👩‍👦,28/10/2021 23:41,Afraid to see what this phone call about but I’m going take it in
ghost + MP100 S3,28/10/2021 23:41,"Copy and paste to recirculate!

URGENT: My friend needs to raise $300 by November 4th in order to pay her rent and phone bill Double exclamation markDouble exclamation markDouble exclamation mark
Give funds here:
Cashapp $MicheePas
Venmo @/yourbbwbabydoll
paypal @/micheepasley"
♡✪ℓαℓყ✪♡💭,28/10/2021 23:41,It looked so pretty when everyone used their phone light 🥺💕 @jonasbrothers #RememberThisTour #RememberThisTourLA https://t.co/8McKwVeJ2A
JB.active,28/10/2021 23:41,"@dalevon_digital I consider this as a pro and con of being an Android user. I'm conflict rn idk which phone I should get in 2 years a Samsung, Xiaomi or Google"
"♠️🌟the ""cishet"" aroace|I 💙 kat🏹",28/10/2021 23:41,me vs playing on my phone instead of working
⋆ nat 🎃,28/10/2021 23:41,i'm so depressed bro i got my phone fixed but they had to factory rest it and I lost everything  . like even my apps and wallpapers  it's so fucking ugly rn
Abigail Marissa,28/10/2021 23:41,It’s the first time in 10 almost 11 years I’ve had to pay my own mobile phone bill. I hate it already! https://t.co/2tMwmgunW2
Michelle Rascon 🌈 Fiction Editor,28/10/2021 23:41,Friendly reminder! I do not offer video calls or phone calls for any of my services. I totally understand if this doesn't meet your needs and you decide to work with a different editor who does offer voice communication.
BostApp,28/10/2021 23:41,@nytimes Free BostApp make it easy to connect to new friends nearby without knowing their phone number. Download for free at Apple https://t.co/uChWynVbJG &amp; Google https://t.co/Nvi0yitq3f https://t.co/4ZpQl1Od1D
C. Jean Downer,28/10/2021 23:41,"She ate the last bite and cleared the dishes. He stood her up, again, except without a phone call or excuse this time, which was easier, she thought as she #snuffed out the candles and wrapped up the special dessert she made for him, knowing it would be his last.
#vssmurder https://t.co/pMhuda19xv"
Von0EasyTheGod,28/10/2021 23:41,@samuuelmorenno Bro just don’t give up. people will give you whatever you want but then what? I have been there bro you have to do for you cause the help will never be enough. you have a phone dial 411 get in the shelter get a job n keep it or find anot
Jean,28/10/2021 23:41,"Underworld Blood Wars https://t.co/4KnrOj7EL3

Sign up now and get 10 free iAstraCoins No Credit Card Needed

mobile users go to https://t.co/gVhozmngN7 for advertising free viewing
#Technology https://t.co/W9Ir9bT4nH"
got back,28/10/2021 23:41,im seriously gonna dye my priv is on locked i dont have any phone number so i logged out
somuchdepends,28/10/2021 23:41,with final smartphone
mathces.xtz,28/10/2021 23:41,"@BadLuckBanana1 Hello HENesis, Behind The Sound On Comments! lets check 🎚 https://t.co/UQunwpCRN4"
David🇺🇲 | ✊🏾🤞🏾,28/10/2021 23:41,@BrokenGamezHDR_ Nah fr I feel this. Almost 21 and I already want to be in the bed with my phone on DnD by 8PM🤣
Jamie-Lee Rahiri,28/10/2021 23:41,So my Mum rang 2 of her Māori patients today… less than 5 min kōrero to each and a mobile vaccine unit on way to vax them and their whānau… 7 people in total 😎 #forourmokopuna
¥oshiko Wakum | Marketing and Media,28/10/2021 23:41,"1.Marvel mos def cause I named my son Tchalla 2. Merch like hoodies, phone cases and 3. beauty products for me https://t.co/W29DtNp52O"
Kenyangyal🇰🇪🇰🇪,28/10/2021 23:41,@CoveredMyWagon Bras be a light bill and a phone bill
RYZEN,28/10/2021 23:41,"@Axie_Man Good Day Ma'am/Sir, I am Renz Cyrill Tabura.   I am very confident with my skills and talent. I am very competitive person and I didn't give up easily. I have great communication skills specially in palying Mobile Legends.
and I have Experience "
MASTER OF DARKNESS 🌑 Cube Simp,28/10/2021 23:41,@EliteVex @JustSomeGamr JOKES ON YOU I DON'T HAVE A PHONE
ray,28/10/2021 23:41,@JamesMarriottYT James do everyone a favour! grab a hammer and smash your phone up
Teri Christopher,28/10/2021 23:41,@Desertwren66 @Bewickwren @pioneergirl08 @OhloneTactical @Airsquad9 @KE6ZGP I am ready! Update on my landline: phone company can see there's a problem and will try to fix it on November 2nd. One guess who my telephone company is.
